symbol,symbol,name,lastsale,marketcap,ipoyear,sector,industry
IPKW,IPKW,Invesco International BuyBack Achievers ETF,29.9,153960000.0,,,
IPLDP,IPLDP,Interstate Power and Light Company,25.49,203920000.0,,Public Utilities,Power Generation
IPOA,IPOA,Social Capital Hedosophia Holdings Corp.,10.42,898730000.0,2017.0,Finance,Business Services
IPWR,IPWR,Ideal Power Inc.,0.3189,4700000.0,2013.0,Energy,Industrial Machinery/Components
IQ,IQ,"iQIYI, Inc.",17.48,12710000000.0,2018.0,Consumer Services,Consumer Electronics/Video Chains
IQI,IQI,Invesco Quality Municipal Income Trust,12.84,679030000.0,,,
IQV,IQV,"IQVIA Holdings, Inc.",158.1,30970000000.0,2013.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IR,IR,Ingersoll-Rand plc (Ireland),120.95,29220000000.0,,Capital Goods,Auto Parts:O.E.M.
IRBT,IRBT,iRobot Corporation,69.15,1940000000.0,2005.0,Consumer Durables,Consumer Electronics/Appliances
IRCP,IRCP,IRSA Propiedades Comerciales S.A.,19.45,612740000.0,,Consumer Services,Building operators
IRDM,IRDM,Iridium Communications Inc,23.45,3070000000.0,,Capital Goods,Telecommunications Equipment
IRET,IRET,Investors Real Estate Trust,68.84,809160000.0,,Consumer Services,Real Estate Investment Trusts
IRIX,IRIX,IRIDEX Corporation,2.96,40370000.0,1996.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRL,IRL,"New Ireland Fund, Inc. (The)",8.27,41110000.0,1990.0,,
IRM,IRM,Iron Mountain Incorporated,31.22,8960000000.0,,Consumer Services,Real Estate Investment Trusts
IRMD,IRMD,iRadimed Corporation,22.01,245570000.0,2014.0,Health Care,Medical/Dental Instruments
IROQ,IROQ,"IF Bancorp, Inc.",20.8136,74530000.0,2011.0,Finance,Savings Institutions
IRR,IRR,Voya Natural Resources Equity Income Fund,4.62,104870000.0,,,
IRS,IRS,IRSA Inversiones Y Representaciones S.A.,9.4,543960000.0,,Consumer Services,Homebuilding
IRT,IRT,"Independence Realty Trust, Inc.",13.21,1190000000.0,2013.0,Consumer Services,Real Estate Investment Trusts
IRTC,IRTC,"iRhythm Technologies, Inc.",78.17,1930000000.0,2016.0,Health Care,Medical/Dental Instruments
IRWD,IRWD,"Ironwood Pharmaceuticals, Inc.",9.56,1500000000.0,2010.0,Health Care,Major Pharmaceuticals
ISBC,ISBC,"Investors Bancorp, Inc.",11.115,3080000000.0,,Finance,Major Banks
ISCA,ISCA,International Speedway Corporation,45.09,1960000000.0,1996.0,Consumer Services,Services-Misc. Amusement & Recreation
ISD,ISD,"PGIM High Yield Bond Fund, Inc.",14.37,477900000.0,2012.0,,
ISDR,ISDR,Issuer Direct Corporation,9.38,36230000.0,,Miscellaneous,Publishing
ISDS,ISDS,Invesco RAFI Strategic Developed ex-US Small Company ETF,21.73,14120000.0,,,
ISDX,ISDX,Invesco RAFI Strategic Developed ex-US ETF,23.95,231120000.0,,,
ISEE,ISEE,"IVERIC bio, Inc.",1.19,49360000.0,2013.0,Health Care,Major Pharmaceuticals
ISEM,ISEM,Invesco RAFI Strategic Emerging Markets ETF,24.2,25410000.0,,,
ISHG,ISHG,iShares 1-3 Year International Treasury Bond ETF,79.2647,67370000.0,,,
ISIG,ISIG,"Insignia Systems, Inc.",1.0,11950000.0,1991.0,Consumer Services,Advertising
ISNS,ISNS,"Image Sensing Systems, Inc.",4.98,26420000.0,1995.0,Capital Goods,Industrial Machinery/Components
ISR,ISR,"IsoRay, Inc.",0.3583,24130000.0,,Health Care,Medical/Dental Instruments
ISRG,ISRG,"Intuitive Surgical, Inc.",519.49,59870000000.0,2000.0,Health Care,Industrial Specialties
ISRL,ISRL,"Isramco, Inc.",121.49,330170000.0,1983.0,Energy,Oil & Gas Production
ISSC,ISSC,"Innovative Solutions and Support, Inc.",5.32,89960000.0,2000.0,Technology,EDP Services
ISTB,ISTB,iShares Core 1-5 Year USD Bond ETF,50.47,2710000000.0,,,
ISTR,ISTR,Investar Holding Corporation,23.34,231950000.0,2014.0,Finance,Major Banks
IT,IT,"Gartner, Inc.",132.47,11940000000.0,1993.0,Consumer Services,Other Consumer Services
ITCB,ITCB,Ita? CorpBanca,11.25,3840000000.0,,Finance,Commercial Banks
ITCI,ITCI,Intra-Cellular Therapies Inc.,9.36,516059999.99999994,,Health Care,Major Pharmaceuticals
ITEQ,ITEQ,BlueStar Israel Technology ETF,41.84,,,,
ITGR,ITGR,Integer Holdings Corporation,79.79,2600000000.0,,Miscellaneous,Industrial Machinery/Components
ITI,ITI,"Iteris, Inc.",5.335,216010000.0,,Capital Goods,Telecommunications Equipment
ITIC,ITIC,Investors Title Company,156.0143,294660000.0,,Finance,Specialty Insurers
ITMR,ITMR,Itamar Medical Ltd.,9.89,110080000.0,,Health Care,Medical/Dental Instruments
ITP,ITP,"IT Tech Packaging, Inc.",0.58,12770000.0,,Consumer Durables,Containers/Packaging
ITRI,ITRI,"Itron, Inc.",69.05,2720000000.0,1993.0,Capital Goods,Electrical Products
ITRM,ITRM,Iterum Therapeutics plc,6.78,97420000.0,2018.0,Health Care,Major Pharmaceuticals
ITRN,ITRN,Ituran Location and Control Ltd.,28.835,676910000.0,2005.0,Technology,Electronic Components
ITT,ITT,ITT Inc.,58.9,5180000000.0,2011.0,Capital Goods,Fluid Controls
ITUB,ITUB,Itau Unibanco Banco Holding SA,9.35,91100000000.0,,Finance,Major Banks
ITW,ITW,Illinois Tool Works Inc.,150.85,48800000000.0,,Technology,Industrial Machinery/Components
IUS,IUS,Invesco RAFI Strategic US ETF,25.05,113980000.0,,,
IUSB,IUSB,iShares Core Total USD Bond Market ETF,52.235,3870000000.0,,,
IUSG,IUSG,iShares Core S&P U.S. Growth ETF,63.04,6680000000.0,,,
IUSS,IUSS,Invesco RAFI Strategic US Small Company ETF,22.9651,24110000.0,,,
IUSV,IUSV,iShares Core S&P U.S. Value ETF,56.27,5670000000.0,,,
IVAC,IVAC,"Intevac, Inc.",5.03,115690000.0,1995.0,Technology,Industrial Machinery/Components
IVC,IVC,Invacare Corporation,5.93,199720000.0,,Health Care,Industrial Specialties
IVENC,IVENC,Ivy NextShares,100.02,45000000.0,,,
IVH,IVH,Ivy High Income Opportunities Fund,13.63,225850000.0,2013.0,,
IVR,IVR,INVESCO MORTGAGE CAPITAL INC,16.62,2140000000.0,2009.0,Consumer Services,Real Estate Investment Trusts
IVR^A,IVR^A,Invesco Mortgage Capital Inc.,25.86,,,,
IVZ,IVZ,Invesco Plc,17.07,8020000000.0,,Finance,Investment Managers
IX,IX,Orix Corp Ads,70.75,18140000000.0,,Finance,Diversified Financial Services
IXUS,IXUS,iShares Core MSCI Total International Stock ETF,56.46,15100000000.0,,,
IZEA,IZEA,"IZEA Worldwide, Inc.",0.4761,16430000.0,,Consumer Services,Advertising
JACK,JACK,Jack In The Box Inc.,86.97,2240000000.0,,Consumer Services,Restaurants
JAG,JAG,Jagged Peak Energy Inc.,6.68,1430000000.0,2017.0,Energy,Oil & Gas Production
JAGX,JAGX,"Jaguar Health, Inc.",1.59,8850000.0,2015.0,Health Care,Major Pharmaceuticals
JAKK,JAKK,"JAKKS Pacific, Inc.",0.8,23570000.0,1996.0,Consumer Non-Durables,Recreational Products/Toys
JASN,JASN,"Jason Industries, Inc.",0.5597,15720000.0,2013.0,Consumer Durables,Miscellaneous manufacturing industries
JAX,JAX,"J. Alexander&#39;s Holdings, Inc.",10.61,155920000.0,2015.0,Consumer Services,Restaurants
JAZZ,JAZZ,Jazz Pharmaceuticals plc,137.14,7820000000.0,2007.0,Health Care,Major Pharmaceuticals
JBGS,JBGS,JBG SMITH Properties,38.68,5190000000.0,2017.0,Consumer Services,Real Estate Investment Trusts
JBHT,JBHT,"J.B. Hunt Transport Services, Inc.",99.27,10600000000.0,,Transportation,Trucking Freight/Courier Services
JBK,JBK,Lehman ABS Corporation,29.2499,,,Finance,Finance: Consumer Services
JBL,JBL,Jabil Inc.,28.72,4390000000.0,1993.0,Technology,Electrical Products
JBLU,JBLU,JetBlue Airways Corporation,19.69,5830000000.0,2002.0,Transportation,Air Freight/Delivery Services
JBN,JBN,Select Asset Inc.,6.03,,,Finance,Finance: Consumer Services
JBSS,JBSS,"John B. Sanfilippo & Son, Inc.",80.36,915210000.0,1991.0,Consumer Non-Durables,Specialty Foods
JBT,JBT,John Bean Technologies Corporation,105.15,3330000000.0,,Technology,Industrial Machinery/Components
JCAP,JCAP,"Jernigan Capital, Inc.",19.6,435840000.0,2015.0,Consumer Services,Real Estate Investment Trusts
JCE,JCE,Nuveen Core Equity Alpha Fund,13.89,222640000.0,2007.0,,
JCI,JCI,Johnson Controls International plc,42.6,33900000000.0,,Consumer Services,Other Consumer Services
JCO,JCO,Nuveen Credit Opportunities 2022 Target Term Fund,9.76,270230000.0,2017.0,,
JCOM,JCOM,"j2 Global, Inc.",82.135,4019999999.999999,1999.0,Technology,Telecommunications Equipment
JCP,JCP,"J.C. Penney Company, Inc. Holding Company",0.6941,219900000.0,,Consumer Services,Department/Specialty Retail Stores
JCS,JCS,"Communications Systems, Inc.",3.7418,34890000.0,,Public Utilities,Telecommunications Equipment
JCTCF,JCTCF,Jewett-Cameron Trading Company,7.851,31240000.0,,Consumer Services,RETAIL: Building Materials
JD,JD,"JD.com, Inc.",27.54,39860000000.0,2014.0,Consumer Services,Other Specialty Stores
JDD,JDD,Nuveen Diversified Dividend and Income Fund,11.12,219470000.0,2003.0,,
JE,JE,"Just Energy Group, Inc.",3.23,487540000.0,,Public Utilities,Oil/Gas Transmission
JEC,JEC,Jacobs Engineering Group Inc.,85.53,11590000000.0,,Basic Industries,Military/Government/Technical
JEF,JEF,Jefferies Financial Group Inc.,19.93,5980000000.0,,Finance,Investment Bankers/Brokers/Service
JELD,JELD,"JELD-WEN Holding, Inc.",18.25,1840000000.0,2017.0,Basic Industries,Forest Products
JEMD,JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,8.99,127980000.0,2017.0,,
JEQ,JEQ,"Aberdeen Japan Equity Fund, Inc. ",6.94,93040000.0,1992.0,,
JFIN,JFIN,Jiayin Group Inc.,12.5,668750000.0,2019.0,Finance,Finance: Consumer Services
JFK,JFK,8i Enterprises Acquisition Corp,9.98,74130000.0,2019.0,Finance,Business Services
JFR,JFR,Nuveen Floating Rate Income Fund,9.75,554960000.0,2004.0,,
JG,JG,Aurora Mobile Limited,4.9,562630000.0,2018.0,Technology,"Computer Software: Programming, Data Processing"
JGH,JGH,Nuveen Global High Income Fund,15.28,354150000.0,2014.0,,
JHAA,JHAA,Nuveen High Income 2023 Target Term Fund,10.53,73710000.0,2018.0,,
JHB,JHB,Nuveen High Income November 2021 Target Term Fund,9.87,551450000.0,2016.0,,
JHD,JHD,Nuveen High Income December 2019 Target Term Fund,9.89,267660000.00000003,2016.0,,
JHG,JHG,Janus Henderson Group plc,19.99,3760000000.0,2017.0,Finance,Investment Managers
JHI,JHI,John Hancock Investors Trust,16.7,145410000.0,,,
JHS,JHS,John Hancock Income Securities Trust,14.55,169460000.0,,,
JHX,JHX,James Hardie Industries plc.,13.21,5840000000.0,,Capital Goods,Building Materials
JHY,JHY,Nuveen High Income 2020 Target Term Fund,9.99,157700000.0,2015.0,,
JILL,JILL,"J. Jill, Inc.",1.98,87310000.0,2017.0,Consumer Non-Durables,Apparel
JJSF,JJSF,J & J Snack Foods Corp.,186.15,3510000000.0,1986.0,Consumer Non-Durables,Specialty Foods
JKHY,JKHY,"Jack Henry & Associates, Inc.",140.88,10880000000.0,1985.0,Technology,EDP Services
JKI,JKI,iShares Morningstar Mid-Cap ETF,156.3991,461380000.0,,,
JKS,JKS,JinkoSolar Holding Company Limited,20.74,815940000.0,2010.0,Technology,Semiconductors
JLL,JLL,Jones Lang LaSalle Incorporated,143.41,7420000000.0,,Finance,Real Estate
JLS,JLS,Nuveen Mortgage Opportunity Term Fund,23.16,367990000.0,2009.0,,
JMEI,JMEI,Jumei International Holding Limited,1.96,243200000.0,2014.0,Consumer Services,Other Specialty Stores
JMF,JMF,Nuveen Energy MLP Total Return Fund,8.27,337310000.0,2011.0,,
JMIA,JMIA,Jumia Technologies AG,13.25,1040000000.0,2019.0,Consumer Services,Catalog/Specialty Distribution
JMLP,JMLP,Nuveen All Cap Energy MLP Opportunities Fund,5.56,75060000.0,2014.0,,
JMM,JMM,Nuveen Multi-Market Income Fund,7.4821,70800000.0,,,
JMP,JMP,JMP Group LLC,3.7001,78080000.0,2007.0,Finance,Investment Bankers/Brokers/Service
JMT,JMT,Nuven Mortgage Opportunity Term Fund 2,22.57,110050000.0,,,
JMU,JMU,JMU Limited,1.1403,9350000.0,2015.0,Technology,EDP Services
JNCE,JNCE,"Jounce Therapeutics, Inc.",4.19,138150000.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JNJ,JNJ,Johnson & Johnson,131.68,347530000000.0,,Health Care,Major Pharmaceuticals
JNPR,JNPR,"Juniper Networks, Inc.",25.61,8820000000.0,1999.0,Technology,Computer Communications Equipment
JOB,JOB,GEE Group Inc.,0.582,7300000.0,,Technology,Diversified Commercial Services
JOBS,JOBS,"51job, Inc.",64.95,4059999999.999999,2004.0,Technology,Diversified Commercial Services
JOE,JOE,St. Joe Company (The),17.66,1060000000.0,,Consumer Services,Homebuilding
JOF,JOF,Japan Smaller Capitalization Fund Inc,8.28,234600000.0,1990.0,,
JOUT,JOUT,Johnson Outdoors Inc.,60.83,611350000.0,,Consumer Non-Durables,Recreational Products/Toys
JP,JP,Jupai Holdings Limited,1.88,63130000.0,2015.0,Consumer Services,Other Consumer Services
JPC,JPC,Nuveen Preferred & Income Opportunities Fund,9.77,1010000000.0,2003.0,,
JPI,JPI,Nuveen Preferred and Income Term Fund,24.5,557550000.0,2012.0,,
JPM,JPM,J P Morgan Chase & Co,109.86,351280000000.0,,Finance,Major Banks
JPS,JPS,Nuveen Preferred & Income Securities Fund,9.66,1970000000.0,2002.0,,
JPT,JPT,Nuveen Preferred and Income 2022 Term Fund,25.45,173860000.0,2017.0,,
JQC,JQC,Nuveen Credit Strategies Income Fund,7.61,1030000000.0,2003.0,,
JRI,JRI,Nuveen Real Asset Income and Growth Fund,16.77,460660000.0,2012.0,,
JRJC,JRJC,China Finance Online Co. Limited,0.75,17710000.0,2004.0,Finance,Investment Bankers/Brokers/Service
JRO,JRO,Nuveen Floating Rate Income Opportuntiy Fund,9.61,389600000.0,2004.0,,
JRS,JRS,Nuveen Real Estate Fund,10.69,308860000.0,2001.0,,
JRSH,JRSH,"Jerash Holdings (US), Inc.",6.864,77730000.0,2018.0,Consumer Non-Durables,Apparel
JRVR,JRVR,"James River Group Holdings, Ltd.",48.38,1470000000.0,2014.0,Finance,Property-Casualty Insurers
JSD,JSD,Nuveen Short Duration Credit Opportunities Fund,15.2,153450000.0,2011.0,,
JSM,JSM,Navient Corporation,21.85,,,Finance,Finance: Consumer Services
JSMD,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,44.8545,96530000.0,,,
JSML,JSML,Janus Henderson Small Cap Growth Alpha ETF,42.6975,36380000.0,,,
JT,JT,Jianpu Technology Inc.,3.66,615970000.0,2017.0,Technology,"Computer Software: Programming, Data Processing"
JTA,JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,11.23,155550000.0,2004.0,,
JTD,JTD,Nuveen Tax-Advantaged Dividend Growth Fund,16.27,235660000.0,,,
JVA,JVA,"Coffee Holding Co., Inc.",4.105,22860000.0,2005.0,Consumer Non-Durables,Food Distributors
JW.A,JW.A,"John Wiley & Sons, Inc.",,,,,
JWN,JWN,"Nordstrom, Inc.",30.13,4660000000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
JYNT,JYNT,The Joint Corp.,19.57,269780000.0,2014.0,Miscellaneous,Multi-Sector Companies
K,K,Kellogg Company,62.49,21290000000.0,,Consumer Non-Durables,Packaged Foods
KAI,KAI,Kadant Inc,83.8,936420000.0,,Technology,Industrial Machinery/Components
KALA,KALA,"Kala Pharmaceuticals, Inc.",4.6,155860000.0,2017.0,Health Care,Major Pharmaceuticals
KALU,KALU,Kaiser Aluminum Corporation,94.3,1510000000.0,,Capital Goods,Metal Fabrications
KALV,KALV,"KalVista Pharmaceuticals, Inc.",16.0,278210000.0,2015.0,Health Care,Major Pharmaceuticals
KAMN,KAMN,Kaman Corporation,58.58,1640000000.0,,Consumer Durables,Industrial Specialties
KAR,KAR,"KAR Auction Services, Inc",25.12,3350000000.0,2009.0,Consumer Durables,Automotive Aftermarket
KB,KB,KB Financial Group Inc,32.65,12820000000.0,,Finance,Commercial Banks
KBAL,KBAL,"Kimball International, Inc.",16.95,622440000.0,,Consumer Durables,Home Furnishings
KBH,KBH,KB Home,26.84,2370000000.0,1986.0,Capital Goods,Homebuilding
KBLM,KBLM,KBL Merger Corp. IV,10.53,86010000.0,2017.0,Finance,Business Services
KBR,KBR,"KBR, Inc.",25.57,3620000000.0,2006.0,Basic Industries,Military/Government/Technical
KBSF,KBSF,KBS Fashion Group Limited,2.4899,6450000.0,2013.0,Consumer Non-Durables,Apparel
KBWB,KBWB,Invesco KBW Bank ETF,48.99,509500000.0,,,
KBWD,KBWD,Invesco KBW High Dividend Yield Financial ETF,21.14,292790000.0,,,
KBWP,KBWP,Invesco KBW Property & Casualty Insurance ETF,72.58,108870000.0,,,
KBWR,KBWR,Invesco KBW Regional Banking ETF,48.82,70790000.0,,,
KBWY,KBWY,Invesco KBW Premium Yield Equity REIT ETF,29.93,326240000.0,,,
KCAPL,KCAPL,Portman Ridge Finance Corporation,25.25,,,,
KDMN,KDMN,"Kadmon Holdings, Inc.",2.43,315010000.0,2016.0,Health Care,Major Pharmaceuticals
KDP,KDP,Keurig Dr Pepper Inc.,29.03,40840000000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
KE,KE,"Kimball Electronics, Inc.",15.04,382300000.0,,Technology,Electrical Products
KEG,KEG,"Key Energy Services, Inc.",1.84,37530000.0,2016.0,Energy,Oilfield Services/Equipment
KELYA,KELYA,"Kelly Services, Inc.",28.44,1110000000.0,,Technology,Professional Services
KEM,KEM,Kemet Corporation,19.97,1160000000.0,,Capital Goods,Electrical Products
KEN,KEN,Kenon Holdings Ltd.,21.22,1140000000.0,2015.0,Public Utilities,Electric Utilities: Central
KEP,KEP,Korea Electric Power Corporation,10.72,13760000000.0,1994.0,Public Utilities,Electric Utilities: Central
KEQU,KEQU,Kewaunee Scientific Corporation,16.67,45840000.0,,Capital Goods,Medical Specialities
KERN,KERN,Akerna Corp.,9.65,71710000.0,2018.0,Technology,EDP Services
KEX,KEX,Kirby Corporation,76.9,4610000000.0,,Consumer Services,Marine Transportation
KEY,KEY,KeyCorp,16.52,16570000000.0,,Finance,Major Banks
KEYS,KEYS,Keysight Technologies Inc.,89.26,16800000000.0,2014.0,Capital Goods,Industrial Machinery/Components
KF,KF,"Korea Fund, Inc. (The)",25.99,135160000.0,,,
KFFB,KFFB,Kentucky First Federal Bancorp,7.92,65970000.0,,Finance,Savings Institutions
KFRC,KFRC,"Kforce, Inc.",34.7,841650000.0,1995.0,Technology,Professional Services
KFS,KFS,"Kingsway Financial Services, Inc.",2.81,62890000.0,,Finance,Property-Casualty Insurers
KFY,KFY,Korn Ferry ,39.22,2210000000.0,1999.0,Technology,Diversified Commercial Services
KGC,KGC,Kinross Gold Corporation,5.14,6440000000.0,,Basic Industries,Precious Metals
KGJI,KGJI,Kingold Jewelry Inc.,0.6733,44510000.0,,Miscellaneous,Business Services
KHC,KHC,The Kraft Heinz Company,28.205,34410000000.0,,Consumer Non-Durables,Packaged Foods
KIDS,KIDS,OrthoPediatrics Corp.,31.81,474720000.0,2017.0,Health Care,Medical/Dental Instruments
KIM,KIM,Kimco Realty Corporation,19.08,8050000000.000001,,Consumer Services,Real Estate Investment Trusts
KIN,KIN,"Kindred Biosciences, Inc.",7.42,289830000.0,2013.0,Health Care,Major Pharmaceuticals
KINS,KINS,"Kingstone Companies, Inc",7.85,84570000.0,,Finance,Property-Casualty Insurers
KIO,KIO,KKR Income Opportunities Fund,15.61,317510000.0,2013.0,,
KIQ,KIQ,Kelso Technologies Inc,1.0089,47590000.0,,Capital Goods,Railroads
KIRK,KIRK,"Kirkland&#39;s, Inc.",1.53,21670000.0,2002.0,Consumer Services,Other Specialty Stores
KKR,KKR,KKR & Co. Inc.,25.19,21220000000.0,,Finance,Investment Managers
KL,KL,Kirkland Lake Gold Ltd.,47.29,9940000000.0,,Basic Industries,Precious Metals
KLAC,KLAC,KLA Corporation ,137.36,22200000000.0,1980.0,Capital Goods,Electronic Components
KLDO,KLDO,"Kaleido Biosciences, Inc.",8.48,252980000.0,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLIC,KLIC,"Kulicke and Soffa Industries, Inc.",21.22,1350000000.0,,Technology,Semiconductors
KLXE,KLXE,"KLX Energy Services Holdings, Inc. ",11.97,277090000.0,,Energy,Oilfield Services/Equipment
KMB,KMB,Kimberly-Clark Corporation,138.54,47680000000.0,,Consumer Durables,Containers/Packaging
KMDA,KMDA,Kamada Ltd.,5.6,225650000.0,2013.0,Health Care,Major Pharmaceuticals
KMF,KMF,"Kayne Anderson Midstream Energy Fund, Inc",10.64,503860000.0,2010.0,,
KMI,KMI,"Kinder Morgan, Inc.",20.37,46110000000.0,2011.0,Public Utilities,Natural Gas Distribution
KMPH,KMPH,"KemPharm, Inc.",1.305,37220000.0,2015.0,Health Care,Major Pharmaceuticals
KMPR,KMPR,Kemper Corporation,80.09,5340000000.0,,Finance,Property-Casualty Insurers
KMT,KMT,Kennametal Inc.,31.38,2590000000.0,,Capital Goods,Industrial Machinery/Components
KMX,KMX,CarMax Inc,84.03,13910000000.0,,Consumer Durables,Automotive Aftermarket
KN,KN,Knowles Corporation,20.12,1830000000.0,2014.0,Consumer Non-Durables,Consumer Electronics/Appliances
KNDI,KNDI,"Kandi Technologies Group, Inc.",5.041,265060000.0,,Capital Goods,Auto Manufacturing
KNL,KNL,"Knoll, Inc.",23.55,1170000000.0,2004.0,Consumer Durables,Office Equipment/Supplies/Services
KNOP,KNOP,KNOT Offshore Partners LP,18.64,609420000.0,2013.0,Consumer Services,Marine Transportation
KNSA,KNSA,"Kiniksa Pharmaceuticals, Ltd.",11.39,216550000.0,2018.0,Health Care,Major Pharmaceuticals
KNSL,KNSL,"Kinsale Capital Group, Inc.",93.06,1990000000.0,2016.0,Finance,Property-Casualty Insurers
KNX,KNX,"Knight Transportation, Inc.",35.81,6200000000.0,2017.0,Transportation,Trucking Freight/Courier Services
KO,KO,Coca-Cola Company (The),53.69,229580000000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
KOD,KOD,Kodiak Sciences Inc,11.71,432240000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KODK,KODK,Eastman Kodak Company,2.48,106640000.0,,Miscellaneous,Industrial Machinery/Components
KOF,KOF,Coca Cola Femsa S.A.B. de C.V.,60.39,12690000000.0,1993.0,Consumer Non-Durables,Beverages (Production/Distribution)
KOOL,KOOL,Cesca Therapeutics Inc.,2.8687,6780000.0,,Capital Goods,Medical Specialities
KOP,KOP,Koppers Holdings Inc.,27.97,577520000.0,2006.0,Basic Industries,Forest Products
KOPN,KOPN,Kopin Corporation,1.1,92550000.0,1992.0,Technology,Semiconductors
KOS,KOS,Kosmos Energy Ltd.,6.3,2530000000.0,2011.0,Energy,Oil & Gas Production
KOSS,KOSS,Koss Corporation,1.95,14440000.0,,Consumer Non-Durables,Consumer Electronics/Appliances
KPTI,KPTI,Karyopharm Therapeutics Inc.,9.13,555690000.0,2013.0,Health Care,Major Pharmaceuticals
KR,KR,Kroger Company (The),23.35,18650000000.0,,Consumer Services,Food Chains
KRA,KRA,Kraton Corporation,28.64,908070000.0,2009.0,Basic Industries,Major Chemicals
KRC,KRC,Kilroy Realty Corporation,78.65,7940000000.0,1997.0,Consumer Services,Real Estate Investment Trusts
KREF,KREF,KKR Real Estate Finance Trust Inc.,19.47,1120000000.0,2017.0,Consumer Services,Real Estate Investment Trusts
KRG,KRG,Kite Realty Group Trust,15.61,1310000000.0,2004.0,Consumer Services,Real Estate Investment Trusts
KRMA,KRMA,Global X Conscious Companies ETF,21.75,66349999.99999999,,,
KRNT,KRNT,Kornit Digital Ltd.,27.95,1130000000.0,2015.0,Capital Goods,Industrial Machinery/Components
KRNY,KRNY,Kearny Financial,12.9,1170000000.0,,Finance,Savings Institutions
KRO,KRO,Kronos Worldwide Inc,11.28,1310000000.0,,Basic Industries,Major Chemicals
KRP,KRP,Kimbell Royalty Partners,14.54,682070000.0,2017.0,Energy,Oil & Gas Production
KRTX,KRTX,"Karuna Therapeutics, Inc.",18.11,424000000.0,2019.0,Health Care,Major Pharmaceuticals
KRUS,KRUS,"Kura Sushi USA, Inc.",20.806,164370000.0,2019.0,Consumer Services,Restaurants
KRYS,KRYS,"Krystal Biotech, Inc.",43.64,754990000.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSM,KSM,Scudder Strategic Municiple Income Trust,12.14,136020000.0,1989.0,,
KSS,KSS,Kohl&#39;s Corporation,50.15,8130000000.000001,1992.0,Consumer Services,Department/Specialty Retail Stores
KSU,KSU,Kansas City Southern,119.16,11910000000.0,,Transportation,Railroads
KT,KT,KT Corporation,11.09,5440000000.0,,Public Utilities,Telecommunications Equipment
KTB,KTB,"Kontoor Brands, Inc.",33.82,1930000000.0,2019.0,Consumer Non-Durables,Apparel
KTCC,KTCC,Key Tronic Corporation,5.647,60760000.0,1983.0,Technology,Computer peripheral equipment
KTF,KTF,Scudder Municiple Income Trust,11.6,458210000.0,1988.0,,
KTOS,KTOS,"Kratos Defense & Security Solutions, Inc.",19.54,2070000000.0,,Capital Goods,Military/Government/Technical
KTOV,KTOV,Kitov Pharma Ltd.,0.7479,14540000.0,2015.0,Health Care,Major Pharmaceuticals
KURA,KURA,"Kura Oncology, Inc.",19.49,881240000.0,,Health Care,Major Pharmaceuticals
KVHI,KVHI,"KVH Industries, Inc.",9.31,167840000.0,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment
KW,KW,Kennedy-Wilson Holdings Inc.,21.83,3110000000.0,,Finance,Real Estate
KWEB,KWEB,KraneShares Trust KraneShares CSI China Internet ETF,39.86,135520000.0,,,
KWR,KWR,Quaker Chemical Corporation,170.71,3020000000.0,,Basic Industries,Major Chemicals
KXIN,KXIN,Kaixin Auto Holdings,1.5,92030000.0,2017.0,Consumer Durables,Automotive Aftermarket
KYN,KYN,Kayne Anderson MLP/Midstream Investment Company,14.21,1800000000.0,2004.0,,
KZIA,KZIA,Kazia Therapeutics Limited,2.48,15420000.0,,Health Care,Major Pharmaceuticals
KZR,KZR,"Kezar Life Sciences, Inc.",4.7,89860000.0,2018.0,Health Care,Major Pharmaceuticals
L,L,Loews Corporation,51.66,15620000000.0,,Finance,Property-Casualty Insurers
LAC,LAC,Lithium Americas Corp.,3.66,325640000.0,,Basic Industries,Precious Metals
LACQ,LACQ,Leisure Acquisition Corp.,10.22,255500000.0,2017.0,Finance,Business Services
LAD,LAD,"Lithia Motors, Inc.",128.76,2990000000.0,,Consumer Durables,Automotive Aftermarket
LADR,LADR,Ladder Capital Corp,16.96,2030000000.0,2014.0,Consumer Services,Real Estate Investment Trusts
LAIX,LAIX,LAIX Inc.,9.45,464490000.0,2018.0,Consumer Services,Other Consumer Services
LAKE,LAKE,"Lakeland Industries, Inc.",11.44,91680000.0,1986.0,Health Care,Industrial Specialties
LAMR,LAMR,Lamar Advertising Company,79.3,7930000000.0,1996.0,Consumer Services,Real Estate Investment Trusts
LANC,LANC,Lancaster Colony Corporation,153.93,4230000000.000001,,Consumer Non-Durables,Packaged Foods
